	Years	KSMX	KEDW	KRBL	KSMO	KFUL	KLAX	PADK	PADQ	PANT	KNZY	KSNA	KLGB	KOXR	KVBG	KNUQ	KSFO	KOAK	KRIV	KAPC	KNJK	KAST	KSBA	KOTH	KSUU	KSNS	KLAS	KNUC	KRDD	KACV	KHHR	KTOA	KLVK	KSAN	KAVX	CYAZ	KMYF	KUKI	KCRQ	KMRY	KFHR	KSEE	KCEC	KSIT	PAHO	KNFG	KPSP	KNSI	KNRS	KSJC	KUIL	KFAT	KNTD	KBUR	PYAK	PACD	KNKX	KVNY
62	2012	26.677577741407525	0.0	1.4729950900163666	22.22222222222222	18.54974704890388	25.653594771241828	71.63904235727439	46.808510638297875	39.705882352941174	35.467980295566505	23.366013071895424	21.241830065359476	32.00663349917081	48.03921568627451	15.196078431372548	17.81045751633987	25.49019607843137	6.095551894563426	18.627450980392158	0.32679738562091504	42.97385620915033	22.42225859247136	38.230383973288816	3.166666666666667	30.392156862745097	0.32679738562091504	55.60859188544153	1.1475409836065573	58.29228243021346	22.875816993464053	23.636363636363637	8.360655737704919	33.006535947712415	20.398009950248756	41.89852700490999	26.633986928104576	3.431372549019608	36.303630363036305	42.810457516339866	13.2569558101473	N/A	53.92156862745098	35.294117647058826	11.601307189542483	26.252158894645945	0.16339869281045752	35.116279069767444	40.21739130434783	11.437908496732026	43.30065359477124	0.0	33.442622950819676	10.294117647058822	55.71895424836602	64.37908496732027	26.07204116638079	9.313725490196079
63	2013	23.278688524590162	0.0	1.8032786885245904	26.350245499181668	20.875420875420875	28.431372549019606	71.14695340501792	38.297872340425535	38.85245901639344	35.73770491803279	22.875816993464053	24.713584288052374	35.90163934426229	44.370860927152314	13.88888888888889	21.07843137254902	25.816993464052292	5.573770491803279	20.29459901800327	0.7042253521126761	42.06219312602291	23.567921440261866	38.36065573770492	2.145214521452145	27.77777777777778	0.0	54.92610837438424	1.7973856209150325	45.751633986928105	26.186579378068743	24.721189591078065	11.967213114754099	32.189542483660134	21.241830065359476	53.46534653465347	23.52941176470588	6.229508196721312	33.9344262295082	34.697217675941076	19.24342105263158	17.575757575757574	51.55482815057283	34.04255319148936	13.398692810457517	22.388059701492537	0.16366612111292964	36.43790849673202	37.17105263157895	12.254901960784313	49.673202614379086	0.0	36.61740558292282	10.784313725490197	51.143790849673195	70.58823529411765	20.424836601307188	11.11111111111111
64	2014	25.85924713584288	0.0	0.3284072249589491	18.137254901960784	15.51155115511551	20.588235294117645	78.81773399014779	30.392156862745097	32.242225859247135	24.509803921568626	17.15686274509804	18.494271685761046	27.00490998363339	45.46952224052718	13.725490196078432	17.81045751633987	26.307189542483663	5.756578947368421	19.11764705882353	0.17271157167530224	41.17647058823529	21.639344262295083	34.2668863261944	0.6655574043261231	33.98692810457516	0.16339869281045752	49.51690821256038	0.49180327868852464	47.95417348608838	18.16693944353519	21.31519274376417	10.491803278688524	24.019607843137255	21.34646962233169	41.40233722871452	18.790849673202615	5.228758169934641	24.877250409165303	38.0718954248366	14.858096828046744	13.957307060755337	49.50819672131148	28.314238952536826	7.6797385620915035	19.52054794520548	0.6535947712418301	34.86088379705401	25.326797385620914	10.947712418300654	46.73202614379085	0.32733224222585927	26.80921052631579	10.294117647058822	46.35761589403973	55.88235294117647	17.15686274509804	10.147299509001636
65	2015	23.60655737704918	0.16339869281045752	0.8183306055646482	21.931260229132572	20.065789473684212	23.856209150326798	71.9672131147541	30.88235294117647	31.527093596059114	29.73856209150327	22.712418300653596	21.241830065359476	27.42200328407225	40.16393442622951	15.359477124183007	24.509803921568626	31.09656301145663	9.640522875816995	19.11764705882353	0.16393442622950818	39.14473684210527	20.424836601307188	32.07236842105263	3.2679738562091507	31.85550082101806	0.0	54.21686746987952	1.6420361247947455	52.77777777777778	22.712418300653596	28.50574712643678	12.908496732026146	29.73856209150327	31.80327868852459	40.72249589490969	29.623567921440262	6.372549019607843	33.55263157894737	34.0983606557377	11.367380560131796	18.664383561643834	47.13584288052373	37.540983606557376	8.49673202614379	23.589743589743588	0.0	34.26229508196722	31.95364238410596	12.418300653594772	44.28104575163398	0.0	27.062706270627064	16.065573770491802	47.22222222222222	58.94909688013136	25.986842105263158	16.33986928104575
66	2016	26.186579378068743	0.16366612111292964	1.800327332242226	26.143790849673206	22.33169129720854	26.633986928104576	77.37704918032787	34.967320261437905	33.82838283828383	35.63218390804598	24.019607843137255	24.673202614379086	35.02454991816694	47.72344013490725	14.59016393442623	18.954248366013072	25.98039215686275	9.313725490196079	18.657937806873978	0.16366612111292964	34.47712418300654	30.27823240589198	32.01970443349754	1.9607843137254901	36.49754500818331	0.0	57.38095238095238	2.134646962233169	49.83660130718954	25.08196721311475	35.4120267260579	11.202635914332784	35.62091503267974	28.805237315875615	41.61184210526316	27.287581699346404	5.427631578947369	34.70394736842105	37.704918032786885	10.310965630114566	N/A	45.662847790507364	36.27450980392157	7.55336617405583	23.52941176470588	0.4934210526315789	42.50411861614498	35.02454991816694	11.601307189542483	46.07843137254902	0.4909983633387889	36.661211129296234	15.875613747954173	48.529411764705884	53.51882160392799	25.85924713584288	14.729950900163665
67	2017	25.40983606557377	0.0	1.4729950900163666	22.62295081967213	21.311475409836063	25.98039215686275	74.64503042596348	48.117839607201304	34.53237410071942	36.27450980392157	21.895424836601308	20.26143790849673	33.98692810457516	44.11764705882353	12.950819672131148	19.11764705882353	23.202614379084967	7.049180327868852	18.330605564648117	0.6557377049180327	37.091503267973856	22.913256955810148	37.049180327868854	1.800327332242226	30.27823240589198	0.0	62.91866028708134	1.8032786885245904	48.69281045751634	20.525451559934318	30.9255079006772	10.655737704918032	33.82352941176471	24.509803921568626	33.72093023255814	29.73856209150327	2.941176470588235	35.67921440261866	38.39869281045752	10.032894736842106	N/A	50.49019607843137	27.941176470588236	6.546644844517186	27.768595041322314	0.0	37.17105263157895	39.54248366013072	10.457516339869281	41.08019639934534	0.49019607843137253	36.00654664484452	11.928104575163399	47.98657718120805	59.08346972176759	27.61437908496732	10.596026490066226
68	2018	27.86885245901639	0.0	4.738562091503268	25.657894736842106	23.076923076923077	25.98039215686275	79.30463576158941	37.66447368421053	27.692307692307693	37.091503267973856	23.366013071895424	23.856209150326798	34.80392156862745	50.77989601386482	16.20294599018003	20.915032679738562	25.98039215686275	10.634648370497427	18.954248366013072	0.16474464579901155	43.04418985270049	27.914614121510674	37.02479338842975	1.7271157167530224	32.459016393442624	0.0	56.423611111111114	7.389162561576355	52.700490998363335	24.713584288052374	31.887201735357916	10.543657331136739	36.76470588235294	25.29313232830821	44.36860068259386	29.73856209150327	7.3649754500818325	34.80392156862745	37.704918032786885	13.562091503267974	N/A	47.79050736497545	34.31372549019608	6.045751633986928	26.666666666666668	0.6546644844517185	40.87837837837838	38.72549019607843	16.53027823240589	49.263502454991816	0.16339869281045752	34.47712418300654	15.686274509803921	47.62711864406779	61.111111111111114	28.052805280528055	15.196078431372548
69	2019	27.79605263157895	0.1652892561983471	1.7973856209150325	28.618421052631575	26.633986928104576	30.065359477124183	77.57475083056478	29.45990180032733	34.6551724137931	35.45751633986928	27.450980392156865	29.08496732026144	38.95253682487725	52.52525252525253	13.549618320610687	19.11764705882353	24.673202614379086	12.231404958677686	20.751633986928105	0.0	40.52287581699346	31.914893617021278	35.714285714285715	1.490066225165563	32.459016393442624	0.0	61.36752136752137	1.9639934533551555	45.26143790849673	27.77777777777778	36.99186991869919	10.620915032679738	36.9281045751634	33.3889816360601	37.56260434056761	31.5359477124183	5.852842809364549	40.098199672667754	39.37908496732026	17.483660130718953	N/A	40.68627450980392	33.66013071895425	4.918032786885246	31.543624161073826	0.0	42.33937397034596	37.006578947368425	11.76470588235294	48.20261437908497	0.9819967266775778	37.908496732026144	19.967266775777414	44.83333333333333	53.75816993464052	31.80327868852459	20.424836601307188
70	2020	24.836601307189543	0.1644736842105263	9.344262295081968	19.476268412438625	18.821603927986907	23.03921568627451	81.95364238410596	30.605564648117838	N/A	31.5359477124183	20.588235294117645	21.895424836601308	31.80327868852459	45.04950495049505	N/A	18.4640522875817	25.49019607843137	6.075533661740558	20.327868852459016	0.0	36.0655737704918	28.54785478547855	31.475409836065577	2.4916943521594686	26.885245901639344	0.16339869281045752	51.07632093933464	8.91089108910891	41.17647058823529	20.361247947454846	N/A	11.76470588235294	31.699346405228756	18.585526315789476	37.913907284768214	22.875816993464053	6.699346405228758	29.132569558101473	33.878887070376436	15.07537688442211	N/A	41.17647058823529	30.655737704918035	8.183306055646481	22.35294117647059	0.0	33.9622641509434	31.372549019607842	16.666666666666664	43.75	3.594771241830065	33.224222585924714	9.819967266775777	43.87417218543047	54.276315789473685	22.88135593220339	9.803921568627452
71	2021	28.75816993464052	0.0	0.9803921568627451	24.877250409165303	19.34426229508197	25.0	70.28112449799197	39.273927392739274	N/A	40.68627450980392	21.568627450980394	21.931260229132572	40.261865793780686	58.53242320819113	N/A	19.11764705882353	25.163398692810457	8.637873754152823	18.790849673202615	0.16611295681063123	41.63934426229508	31.209150326797385	37.60262725779967	0.9950248756218906	32.89473684210527	0.16339869281045752	63.951473136915084	6.4144736842105265	51.9607843137255	22.54901960784314	30.217391304347824	7.540983606557377	42.3202614379085	22.899505766062603	42.225859247135844	29.575163398692812	4.25531914893617	39.052287581699346	39.21568627450981	12.151067323481117	N/A	50.81699346405229	36.76470588235294	9.01639344262295	25.247524752475247	0.0	44.3163097199341	41.830065359477125	10.784313725490197	47.29064039408867	2.8052805280528053	41.33986928104575	12.418300653594772	56.97674418604651	57.87728026533997	28.47682119205298	12.76595744680851
72	2022	18.00327332242226	0.0	0.49180327868852464	20.424836601307188	16.830065359477125	22.712418300653596	73.7458193979933	36.49754500818331	N/A	31.699346405228756	20.098039215686274	19.28104575163399	29.08496732026144	38.70967741935484	N/A	15.686274509803921	18.30065359477124	5.6105610561056105	13.77049180327869	0.16474464579901155	42.64705882352941	19.28104575163399	39.705882352941174	0.6611570247933884	21.07843137254902	0.16339869281045752	50.0	0.9900990099009901	51.9607843137255	16.721311475409838	22.22222222222222	7.072368421052631	31.209150326797385	17.406749555950267	44.901315789473685	19.77124183006536	4.411764705882353	28.75816993464052	25.816993464052292	13.114754098360656	N/A	54.173486088379704	37.4384236453202	8.8379705400982	20.51282051282051	0.49019607843137253	30.263157894736842	33.715220949263504	7.352941176470589	45.01661129568107	0.0	31.03448275862069	9.688013136289	52.96108291032149	67.32348111658456	20.751633986928105	7.907742998352553
