	airports	slopes	r_val	p_val	PDO_r_val
0	PADK	-0.0473753234054663	-0.36384775239879286	0.0031223033232660514	0.17406523811287744
1	CYAZ	-0.021399601027053024	-0.056535665902045944	0.6598615857544201	-0.07381712420632541
2	KACV	-0.07288650357612937	-0.24016743555387457	0.03929376667853536	0.16849628585795812
3	PAHO	-0.3524898851950639	-0.7089926011556824	1.5656207840985156e-12	-0.07649024485237348
4	KLGB	-0.11352027646321522	-0.34463138354945694	0.0026396673766089073	0.19097079022087124
5	KNUC	-0.04242196195498841	-0.11034647566224892	0.40959740413621004	-0.23229710220837535
6	KNTD	-0.0636879202083453	-0.16122954016065283	0.1699596067474954	0.2947328440588753
7	KNZY	-0.02442646442125359	-0.07453362452184516	0.527958370597832	0.23666958369024707
8	PACD	-0.12475245819248278	-0.469367726507366	5.397903847661236e-05	-0.05129124146584415
9	PANT	-0.17840459178324614	-0.451712530015285	0.00025800453350732376	-0.230115687590123
10	KMRY	-0.10535485122740469	-0.27408398968790787	0.018951528053073822	0.16839385000813548
11	KLAX	-0.10651174682488335	-0.28276615867259464	0.014643548351042566	0.288520186357361
12	KAST	-0.08271451699180453	-0.2846212112224077	0.013979676054684143	-0.23998082765998083
13	KSAN	-0.003933557527695052	-0.011179696551414814	0.9246825722927761	0.2362278084825291
14	KNSI	-0.0381338150859972	-0.08824650695840765	0.5177966027773585	0.22650089165928758
15	KSFO	-0.07877792031113025	-0.2597676104341886	0.02541199419343992	-0.008744210374795702
16	KSIT	-0.2432478504200584	-0.6369959015773735	1.5245746441179213e-08	-0.21773063101079024
17	PYAK	-0.20053067533886762	-0.49777251087687435	7.43914608938678e-06	-0.22422963803974308
18	KOAK	-0.06751361569560876	-0.22323875234874083	0.05763472136867643	-0.058347565657644665
19	KOTH	-0.05319924807654887	-0.1739371815529247	0.14686627975497585	-0.0022275771873222425
20	PADQ	-0.0636210001867279	-0.15804032941989166	0.1786776036276592	0.06979268975303032
21	KVBG	-0.09892804621818949	-0.22792299028785692	0.09420812522197912	-0.33656694299026546
