	airports	slopes	r_val	p_val	PDO_r_val
0	PADK	-0.044463425278767385	-0.29596279789726804	0.01667824123799393	0.13956127267190468
1	CYAZ	-0.025289186746394545	-0.05578915099411712	0.6614892072978416	0.06667594607146951
2	KACV	-0.0509889756600472	-0.13993812999802863	0.23437636325719535	-0.028694346407548418
3	PAHO	-0.36493274116624674	-0.6769581780435701	3.5533014082303515e-11	-0.10382774434515803
4	KLGB	-0.13721336431630562	-0.3516199286798777	0.002126364388960121	-0.36897156102044915
5	KNUC	-0.04315432104941117	-0.07978967742354307	0.5445052247669017	-0.33309788225915077
6	KNTD	-0.1410378181420235	-0.2834772770615169	0.014385911186546238	-0.32354007530350404
7	KNZY	-0.0402349036234147	-0.10872494002929262	0.3564755123035248	-0.35921332522353416
8	PACD	-0.14555819668138006	-0.48132674793013225	3.2504152415440016e-05	-0.21520759040220633
9	PANT	-0.16071630457576916	-0.43036429813013855	0.0005363954420396226	-0.18543883902277009
10	KMRY	-0.08736095220102397	-0.21651063853212227	0.0657934390721029	-0.32262401797027696
11	KLAX	-0.13110972579106359	-0.2918702210111015	0.011628638754282031	-0.4055673861601967
12	KAST	-0.05328213278833093	-0.16257273386684984	0.16638281237205083	0.062185954323286455
13	KSAN	-0.009865257618182856	-0.02397356679257393	0.8393331375835773	-0.3936033964288867
14	KNSI	-0.08227596527254048	-0.16756752429688784	0.2170432677110731	-0.27593831442638406
15	KSFO	-0.04932715439472398	-0.14171376094974364	0.22843382966536185	-0.040077689651364046
16	KSIT	-0.25876470156172243	-0.581373466462237	4.7185427108527664e-07	-0.17084700331666275
17	PYAK	-0.20162195068013444	-0.44037801601222076	8.621536552783474e-05	-0.21656157791691516
18	KOAK	-0.03677534931213292	-0.11053374011634774	0.34848278023573676	0.03741047567213074
19	KOTH	-0.026883106597469647	-0.07191497151856578	0.5511866512454193	0.03930015140182318
20	PADQ	-0.07578185057824843	-0.15081014468243822	0.1996388206744866	0.08868290827152528
21	KVBG	-0.08701965136746839	-0.17160044458832885	0.2060213033735442	-0.24766211687611517
