	airports	slopes	r_val	p_val	PDO_r_val
0	PADK	0.04316065742470379	0.06640271867109766	0.7748949512058392	0.40172658989694293
1	CYAZ	0.15292608867004354	0.1712454596384199	0.36556915262382106	-0.3148333980238119
2	KACV	0.2221058960518354	0.1979482771814883	0.29438153847536086	-0.47771041509123147
3	PAHO	-0.3472667757508102	-0.46996103422234803	0.008780839878737014	-0.03508352217196215
4	KLGB	0.08604110656651298	0.08772399404941326	0.6448287314057084	0.06660641639621145
5	KNUC	0.2145956363122776	0.1592827538666204	0.42744005439086297	-0.16027132651889167
6	KNTD	0.17783904185939167	0.13702308264190347	0.4702744326912788	-0.16816893591699167
7	KNZY	0.17767365757433765	0.1439106260021645	0.44803192738294373	0.016834703888656283
8	PACD	-0.0404810480894231	-0.05058820447636916	0.7906403445205163	-0.01482082894923621
9	PANT	0.1731435027591941	0.14707542505833684	0.43800446850862096	-0.23573601386724283
10	KMRY	0.13750066069367087	0.1381508396697455	0.46659351216838785	-0.4839235045113216
11	KLAX	0.04000813689423998	0.03812738726842605	0.8414562082446779	-0.0858341888271362
12	KAST	-0.24036888385854102	-0.24838119227834995	0.18567421908266138	-0.30426472526250303
13	KSAN	0.13875299522788626	0.14909770332902483	0.43166148464547127	-0.027096846509796168
14	KNSI	0.09268661343559564	0.05866362110004603	0.8171446378517352	-0.08929021540483766
15	KSFO	0.06533578600982388	0.0786622230088611	0.6794714373102049	-0.4670847728433221
16	KSIT	-0.954153502342123	-0.6357295498226034	0.0001598782714876558	0.18689364934917638
17	PYAK	-0.745983605737141	-0.5318364094097545	0.002488490772942147	0.012068905776964244
18	KOAK	0.032068245357422295	0.032314932133393946	0.8653881687037731	-0.4720325962837155
19	KOTH	-0.06825725843153432	-0.05154199464640927	0.7944989397147207	-0.48403552117940474
20	PADQ	0.006154878266829086	0.005670971937159501	0.9762731956688306	0.15953572492539006
21	KVBG	0.11750914785732972	0.0780881339411225	0.681688786080374	-0.24404271377086262
