	airports	slopes	r_val	p_val	PDO_r_val
61	PYAK	0.015409054081429754	0.015443388075553002	0.9354440659480806	-0.06508423637621992
62	KOAK	0.05894001884732041	0.15571816086941112	0.4112520108692477	0.024228743621233315
63	KOTH	0.020677398519966483	0.05115390461288464	0.788351591985834	-0.3523555217079601
64	PADQ	-0.016775021693302156	-0.024704975659751504	0.8968951513726713	-0.3135341559700296
65	KVBG	-0.03369823851908026	-0.03887283949487458	0.8568866735505085	-0.45410492693909416
66	PADK	0.051744421671967814	0.1293676865954811	0.4956568037784468	-0.0243913373234953
67	CYAZ	0.08631587111649784	0.14434826247147378	0.5111039985835673	0.13391663354067954
68	KACV	0.021518833791121104	0.038780977394066586	0.8387733806925222	-0.28192955494018673
69	PAHO	0.00467462917696386	0.011681301239195726	0.9511486299064561	-0.15530639327655832
70	KLGB	-0.07785442750286962	-0.14411419832895014	0.4473832367153535	-0.3414537232281422
71	KNUC	-0.26578369889786796	-0.25160555554591735	0.27123689937972456	-0.46057016961153197
72	KNTD	0.2000044892621689	0.2351515330137004	0.21097838091586493	-0.3963881242924603
73	KNZY	0.19415470377680574	0.3033278889922127	0.10321745544034612	-0.2665404688003303
74	PACD	-0.08888193863874662	-0.119693219213715	0.577472106444952	-0.41499608847264796
75	PANT	-0.06363695449402457	-0.11547528200345465	0.618171025113636	-0.27499557120758034
76	KMRY	-0.03130975690603174	-0.05341112660874447	0.783184034523863	-0.45830392027859773
77	KLAX	0.07015402403457283	0.11639565814638991	0.5401914172701949	-0.3595489611027194
78	KAST	0.06774772631596572	0.12877572367112886	0.4976478791163722	-0.16252382879737104
79	KSAN	0.2462951690613892	0.4128021276963105	0.023383260377664975	-0.3019069251707808
80	KNSI	-0.055234657625685794	-0.09469376528040291	0.645419449205724	-0.4141397388498051
81	KSFO	0.007077217313873872	0.021165575699578953	0.9116045680767928	-0.04507621600192449
82	KSIT	0.3849305215056772	0.5775776738855425	0.0076558366018431405	-0.1280973139174321
83	PYAK	0.07215797162230153	0.0715129845304827	0.7072659504086054	-0.05120120206382159
84	KOAK	0.08733821232022478	0.22493748899338611	0.23205890842305152	0.03876367516258587
85	KOTH	0.04947535207678551	0.12268431959259148	0.5183677172265007	-0.32591553158617353
86	PADQ	-0.04879691656725328	-0.07146920264471067	0.7074373489199854	-0.34204734084292365
87	KVBG	0.021895598849706873	0.026398493450329918	0.9003205699265431	-0.43748579027187734
88	PADK	0.05342113267811007	0.13340614300332992	0.482181427485618	0.014889172813049866
89	CYAZ	-0.051205777766324255	-0.0763827602343068	0.7227840655688438	-0.19696072823600014
90	KACV	-0.031099885490770373	-0.05662707656532864	0.7662995996931663	-0.3097107735550161
91	PAHO	-0.0279142499598814	-0.07070949836010573	0.7104136849935773	-0.1772102027324214
92	KLGB	-0.12773511957069333	-0.23668925253764084	0.20792206474908814	-0.3717434539103268
93	KNUC	-0.3069537381693113	-0.30403192506885574	0.168939603490883	-0.4916552312923192
94	KNTD	0.1246435741883639	0.15098206413127763	0.42579666840025976	-0.39103742606219277
95	KNZY	0.13471463028154967	0.21728830251821288	0.24874131059527424	-0.2714343627192804
96	PACD	-0.23065979365804373	-0.32265937330935673	0.12410154247473337	-0.46499065152600044
97	PANT	-0.12674010091012283	-0.2333136393459068	0.30875199198981607	-0.32488265164300223
98	KMRY	-0.05003406122932162	-0.08524143513200119	0.6601913370058949	-0.450994002618112
99	KLAX	0.020458907867399338	0.033783580049028	0.8593293364320385	-0.38819434521064355
100	KAST	0.04112083131374431	0.07856189953111595	0.6798587361391337	-0.17012152843395142
101	KSAN	0.17076551383522354	0.2940771064949691	0.11470523364733559	-0.34215497899363884
102	KNSI	-0.11340800402306728	-0.19722579027471934	0.33417968734436454	-0.377834937553199
103	KSFO	0.028663048258521128	0.08726688150005207	0.6465596541341939	-0.03342096588851265
104	KSIT	0.3542322154678803	0.5396366685421076	0.014058785126235103	-0.1263166021953798
105	PYAK	0.01982965260663806	0.019592267774581187	0.9181525827766179	-0.08805314670912417
106	KOAK	0.04817058855956111	0.12692404754079029	0.5039019004473564	-0.0032745993504875674
107	KOTH	0.0051164327175214725	0.012544304499224815	0.9475442883314908	-0.37891191736526364
108	PADQ	-0.13958301807977966	-0.20791549138251972	0.27023851197153875	-0.39091167682291655
109	KVBG	-0.027864755072888586	-0.03505990873535483	0.8649858500099827	-0.46402161479507714
110	PADK	0.015542663214985127	0.03855729162801994	0.839691358244482	-0.003015070565690167
111	CYAZ	-0.07598400129616836	-0.1192913151833821	0.5700657425903848	-0.2152426381219801
112	KACV	-0.12928677843413608	-0.22239370507760067	0.23752118773577033	-0.33116821570461674
113	PAHO	-0.04003887690463641	-0.10193229505494811	0.5919707721412453	-0.17407278183749533
114	KLGB	-0.13982145714804758	-0.25356622335279366	0.17636120858658924	-0.40886199306573545
115	KNUC	-0.42500001764692635	-0.4062319887962238	0.0544227838245335	-0.5039764564983101
116	KNTD	0.06674226124300167	0.07772634247190299	0.6830874989008424	-0.4094869392438466
117	KNZY	0.12235046943177519	0.19552001560619314	0.30046398772339017	-0.29150050611815015
118	PACD	-0.19432253681054426	-0.28517741093547416	0.16703959893817402	-0.45238574756681355
119	PANT	-0.16868205021381835	-0.30831835458605533	0.173900227930297	-0.3366408654738371
120	KMRY	-0.17422126943463354	-0.27062608372479324	0.1556319869644922	-0.45706199121321983
121	KLAX	-0.014029336601152161	-0.022189309265166327	0.9073468680247428	-0.4124146144956674
122	KAST	-0.02553854611759507	-0.04929797768498377	0.7958668033920256	-0.1867514058246035
123	KSAN	0.1521187549671129	0.2571340713865231	0.17014717276291025	-0.36499051637695273
124	KNSI	-0.20568827818592306	-0.3247062727347022	0.10556415439471141	-0.39428756399818965
125	KSFO	-0.01850588559170517	-0.05198169608971389	0.7850055659206672	-0.07686605712948802
