	1_average	CYAZ	KACV	KAST	KLAX	KLGB	KMRY	KNTD	KNZY	KOAK	KOTH	KSAN	KSFO	KVBG	PACD	PADK	PADQ	PAHO	PANT	PSIT	PYAK
1963	43.15233787131929	46.0379513633014	52.34711460500408	39.568561953628816	29.11406188537786	30.00093170201028	40.19218946203142	37.06055618090508	39.146886696427245	26.04304156526994	37.169401760916124	36.251875040452845	19.95849765866566	47.12979262195252	82.68756655475678	87.14357318364969	48.78220078296258	13.394245716612991	49.46872432201492	41.328988582053185	60.22059578839238
1964	43.60926185924514	50.21726604173308	47.18272725949472	46.40683505862596	30.317472512823223	29.65607011411442	41.15022269825552	37.965003455943915	39.25617752464554	25.586749348183297	40.1265754484556	35.26247851411784	23.11712179570776	49.13302974605338	77.99276938110322	85.51998308295404	43.46021057397146	14.51509190515473	47.41000718783708	51.059186078129244	56.850259457598646
1965	44.96598251771967	45.86933771307478	56.8674662422423	50.50093789776914	35.31728812719288	29.32661398534018	43.755104071845565	45.75196169810652	42.8552901989445	29.20677239996352	38.6154514400484	36.79346908711778	24.1893121127829	49.03958948003878		91.3088406094145	52.409618559302245	20.79865070525542			71.815998472795
1966	39.613334001785844	48.01944265696006	40.72045034229906	37.74814850843306	28.04815078324258	23.91562635893488	35.72316436126586	41.0599830336375	39.34675998804359	22.55265138834364	30.485697560360762	34.81607065130824	19.632813885047028	46.8713353063102		89.04987801572244	47.50451354495302	20.2212557384971			67.71073590700041
1967	44.00430004212318	48.31669383177828	59.615598004344804	42.0896337545513	32.64249836143134	27.99967116799648	45.6068376068376	50.9102771969083	42.465277578745216	26.96395709948474	32.94990407249892	39.98000011213922	20.33304953773752	54.776797086315774		87.08697821831859	52.756493803089654	13.290605624101222			70.28882765981508
1968	39.83553028259283	40.859971106224876	51.219785678802054	43.151008785973055	29.6918635501951	26.011701621160476	40.78113490020148	40.57891792880482	35.74463258789278	27.32749843520046	39.25087317644922	33.56312820397236	24.60653225773688	43.456491854060076		84.7677311419705	48.17127347869948	12.072337679712097			55.94913241702234
1969	47.406200014629476	39.13582906349024	54.96961393252955	46.16002588929656	43.1705289659835	34.78375833091858	45.78934475191316	55.68579426344722	48.6538884367685	26.147424622318816	41.07671537007276	43.79648123798652	21.038944244776346	57.76983357060966	83.31647040086939	82.26781343382132	54.427310719578124	11.516798377236828			63.60502465171358
1970	41.848859528089164	39.6406640813477	50.98410025489194	39.22050978045916	28.01989140153956	21.67544616674168	38.70826060391594	40.33722190374958	39.49765248181476	24.288819236527864	33.110972148748324	35.6399241439558	19.574859025480784	45.592586415705384	73.66548669135793	84.93925130702776	60.24028460851084	11.336091561209262			66.80744969262076
1971	44.227103471056736	43.41553697674398	53.20959910315586	40.77980206927576	27.09489036426408	25.155477463343598	38.44979019886298	40.55860869043512	39.75644144848828	26.70245349861916	37.74386382905654	39.165499646715816	22.052414723773715	46.73793674053782	82.22584391742535	82.96236559139784	60.42371500080098	21.944571617744785			67.70905159837965
1972	41.842657315988575	39.94500194333386	59.68334858802638	40.090839046726344	25.687382226907896	23.42390441356072		33.68996261144664	33.74793098142336	27.244560129148617	35.6157006113737	33.74465242255128	20.92856208554938	42.607855198328835	75.73737668447639	88.72232764073371	55.04428420758976	12.763421565644709			62.64806401498422
1973	46.79652449524697	42.78809092674504	51.759831078012915	44.880491197393255	42.80996368845544	39.39704386424848	42.81899513763322	59.86790541352671	50.10554421738334	25.10199581728568	35.67763459013244	48.615803193913145	18.89950636061358	56.253696657120315	77.69412484093905	81.24984552036986	54.42815966306669	13.7500631674028			56.23874558020348
1974	45.30694591204569	42.762704613018464	52.33847873044216	44.581722027542455	37.861178240037496	33.09431194880112	43.04981932931114	49.4316109511052	45.86626983278834	30.04360848807378	41.0753931288398	42.52514373850366	21.463698876576522	55.737679817689774	83.46468753721253	81.97713641314911	45.22619424232836	10.549985177423613			54.475403323979016
1975	47.80135370315578	46.68124658283214	51.271160234802004	44.8001796650052	41.11090804395356	30.24768725465514	46.69943629022652	54.04615788093364	46.0612584375564	30.283680855049283	41.80982072741278	42.85721768759218	25.78696366102664	61.13506631253582	75.45815935727244	83.15024963969447	48.559901492104856	18.24639916838274	45.094130410286816	60.35347921370934	62.37397114808361
1976	42.54167284769155	48.7256497487895	46.44541146165484	36.838148265155624	30.668510441559	27.99835551148942	33.193643571002056	39.30674648321078	42.14838333441324	25.7151903249464	34.236418654440456	38.612083530116294	23.61798447454186	44.584361823125406	80.2944109712437	86.69095372603645	53.89655129216929	12.43208970427678	53.60110415195125	44.037470819079076	47.78998866462956
1977	40.191811460517336	47.19841230261018	49.77284467815406	47.11476624800968	30.53696908144982	25.24188941113168	34.11751137733482	40.6943110873144	39.33083996555698	29.7130779750194	39.53414165672382	32.72182853086572	24.872147669755243	39.44876497921254	74.14773200156816	81.76378045418173	39.301901000213846	15.11651270602908	41.74717304945089	40.22057369297322	31.24105134279148
1978	37.511178860434846	44.5747168358432	42.7525557799501	45.41082516954328	24.09882424246552	18.66527972606488	28.131818378684436	35.145664276419225	28.2937507512426	15.981687777769341	34.618586884420964	28.124923579426202	14.055942001473458	36.23331299883078	67.41693238670919	83.0227124671403	44.97083355886538	15.9946469053282	37.6995839112344	51.2586247086247	53.77235486866077
1979	40.58072795354407	48.95126873940432	40.63453678023552	34.40569558707224	28.872270393568577	23.00411114640558	31.22075370839396	38.04341826694918	38.77335363614766	24.13482056738888	31.998654518894398	35.7469330462716	17.824858757062138	45.58905280407034	66.76682753119324	87.59030435574994	44.15637559371576	16.851237810029282	38.874860253126215	47.4792933145336	70.69593226066891
1980	44.1219076537361	52.30393538658334	51.10623938500042	55.68534156673686	28.294071707741136	20.151073710951447	43.29619231131462	34.01982560420042	36.796543274687636	31.2111436893132	34.18756723333248	34.94473969845918	26.06087673786788	48.3329970477134	67.7798139539228	89.72842685461282	42.35067581752958	20.7825063189457	45.94748543870634	47.93517596683232	71.52352137027056
1981	40.87976985462131	47.012254122619495	46.36612214035766	39.190665466726635	25.59254588762786	23.9346522042812	34.281928415183515	41.33166032304684	34.37078022131954	24.756142889261177	38.61768462174142	34.33636488098732	18.24890206513418	47.955920352637136	57.70272508240424	87.43026310525542	39.26967881631854	19.801652892561986	33.076063069343185	52.39925601697546	71.92013451864334
1982	44.992493880479614	36.91628025001606	51.89929498369396	44.19099561940642	31.36202148702634	31.918762566893584	45.29600942033436	40.30264486044972	43.35752319459504	30.11907920801202	38.61494544003706	41.2376629061582	25.25806341261886	53.73458980044346	75.93087248792268	85.97714738989198	44.59471228999432	15.53833342759774	34.27060074428494	61.14897096906092	68.18136715115465
1983	39.656999021737235	31.89113259383648	46.95655990477372	41.74194164687902	26.43151619214104	23.758846547420937	37.04908239635246	39.6697800644748	37.41897078062334	24.47413134532808	32.67529894380146	31.858300896518422	21.7309916532131	42.8198909524211	70.46157946745305	86.97226938313528	42.67038275733928	14.338546169626659	38.00400790034942	46.01647750457638	56.200273334480855
1984	35.46401915979855	40.75327832278836	39.811561762194955	38.63030923900488	20.65781634246008	18.28594010329212	25.589724238731353	29.480835527529138	33.336454127678834	17.228090536063434	31.631889944141722	29.00042057840224	14.799503104795273	33.19431681628614	76.78307696884949	81.97744558090744	41.056186382410196	15.909668358921817	38.22387486796854	32.65860126153646	50.27138913200858
1985	39.92619667973558	32.87679944494984	46.98098844769754	41.85652899306328	24.0117742289958	23.35679458590986	32.69473923823496	35.5355731101098	30.911836529483583	27.57316654058326	33.260102998455	30.88997627985942	25.42297328548988	35.21470778597747	73.34021794460888	83.00264973728714	49.0151851815545	24.824949616937282	28.888060276082058	55.809020645120995	63.05788872431102
1986	42.45865259236243	40.86069969029588	51.3304493672203	44.416104146576664	27.5087657267422	24.084396230272898	37.8819386615829	41.84102503239322	32.98126555449142	33.384853189839085	41.32976593353952	32.87994818515184	21.74706548900904	48.09660273477692	74.72416387451923	84.83280311063979	49.99043071196894	18.5664851372816	31.25934970564014	52.754114255613516	58.7028251096934
1987	45.08657284606301	37.75433522522518	57.27167527661262	46.3081970364355	28.65288346039626	28.042961829394436	43.8142992731837	40.43343939336632	44.3661773574383	32.31969269014098	43.33149770989166	41.49720923699808	27.087612322107862	54.695660928219084	73.0936699839128	80.74067205267004	57.98684504217018	24.10313590834324	30.962880794656478	47.640214197189245	61.628397202908296
1988	37.885000160956196	39.78573636653852	47.24855162332022	35.07793821010438	30.04237155460556	25.882600239196858	29.929849086493437	39.226388289045964	35.969154433414175	23.05685380450272	34.04230451140612	33.749831676133724	15.687563230265221	44.76637720741076	64.76129250373106	76.87183055755743	50.01214689692084	10.60716424973925	32.53368248409856	40.37589513290448	48.07247116173464
1989	39.781193800540095	37.143105049175595	52.3832269816398	37.0343427677201	23.45808207364938	26.145495552294562	37.11409351480226	40.30698035142018	38.33254302134248	27.8519820151712	31.75607596974084	34.07308849355892	21.494395895022215		68.14226610792386	91.25828642901814	42.72759628589066	11.628257420613897	24.87299396031062	53.18804695396661	56.9318233670006
1990	37.46098310860155	45.13169238967156	44.628536196141	41.270038460976004	16.43910076313206	15.67370777306192	31.884644310189877	26.43699408191776	33.55051753674328	28.092096512024863	44.570491886281346	28.582151393222443	20.5500616479017	40.042509622091096	63.87656627960543	87.12640188300222	42.8378821825358	8.652549339746136	23.380625476735297	50.2481782773545	56.2449161596968
1991	48.11512659842985	48.47842039175044	55.241143938269566	46.341157152516175	37.05232369481434	30.137281004112502	43.34029079963394	55.402510804914584	44.85562671596404	39.677263174155385	60.74870844910981	42.603515370364775	29.651050187823262	59.744964374981485	70.6110832503157	89.63764527667999	47.49137113940678	13.990283348669161	29.41557846900348	55.00090424189339	62.88141018421826
1992	37.61719640761155	36.90160087437314	50.86952533838054	35.488485482753944	25.708308311690654	21.04297727526402	39.38412550481516	38.23723924046632	32.72564576179012	29.92926284758688		31.098586340071922	20.156161863096237	49.1781979019922	50.00838086070312	86.83893973939091	37.339866406156105	6.5544463462828	28.90171300873966	44.4761894915935	49.88707914947222
1993	38.03654282990241	51.96065312259814	42.94876566613878	45.07991647861874	25.713339032206658	28.876182263338382	32.96851574212894	38.8508583533919	36.87085722986348	24.59903761255428	49.17629514064148	35.03807146200658	18.43674279753028	44.52219920262246	56.061750011673	89.1590605411448	39.700731538825515	7.956486791045064	21.79657760540114	32.71722665335592	38.297589352962596
1994	36.9467765011192	38.88877057929636	40.06372329539136	33.026178751230155	24.943829222558385	23.815810140786038	39.2882575677438	31.63475089619252	38.90937267205016	25.92686889360948	40.30511206830444	35.37509990422052	18.441879913745005	46.15050951492892	61.89285173623698	80.62276612276612	43.57943919370882	7.854400638508585	28.71207828485992	37.72687934841868	41.77695127782796
1995	39.24549719246134	35.25558141062341	47.082229972562196	34.66129032258064	25.95256139415236	21.53769962261382	34.89535982227156	39.33216649288444	35.659442974476384	29.22802660827252		31.358498895283297	21.60988725434744	42.570041799108076	66.34040996414299	94.91776157600222	52.652160296641526	10.904408501536022	26.20901331553184	42.3055024948614	53.19240393887338
1996	32.0372764698084	36.12804507726568	40.45570681661242	29.403225806451623	20.2860940091467	19.409895135145398	37.15946810815418	38.47854482949198	30.640970140970136	29.398960321024664			17.554638061429237	45.22404520719062	58.96055601801098		30.014159480464162	10.000731880303613	31.191901078049103	33.910504470219	36.4162535468133
1997	28.61152264859288	33.18778473265424	29.688578657269364	28.080645161290317	22.86604319147013	20.55376344086018	23.977521759635934	28.32905382158563	34.57909699556592	19.65323343726246	22.41741437861526	29.549554810024198	13.198924731182796	37.533365670106114	62.41397849462366		30.55276949489474	11.582497515135069	32.771833202202984	25.03770953856312	37.64516129032258
1998	36.123659143140756	43.96600019318072	55.52662386748564	50.5	24.40860215053762	22.88885736028168	43.5884556387069	29.98441351655372	29.940494874905095	34.83993732554314	40.879409896688124	25.00920023928872	28.33333333333332	43.14949874686716	54.13742460005248		34.536978756884324	8.964957344070589	28.84828219249934	34.79648916115708	52.05056452163869
1999	38.393199577839916	40.11485484212758	53.08064516129032	43.3258242246512	32.38158929976394	24.70967741935484	43.44099866168726	37.78657876691546	37.85128388919298	31.5452704984925	37.90399716785404	32.73554523322082	26.725806451612904	53.62090997217712	59.73655913978496		37.13978494623656	9.865591397849474	44.02936658534382	36.19892473118278	47.27758359021984
2000	33.26002828867122	44.75179952012798	43.8978494623656	41.645161290322605	22.41397849462366	20.11500131130342	35.93997268328818	31.963073924238962	25.46940328096453	26.610075888963756	35.17845388444838	30.82225645739278	21.28559858246996	40.28696574481458	64.40860215053763		29.994623655913983	8.544863106532933	31.34404084214332	36.59139784946238	40.6774193548387
2001	35.75847997409171	37.278390044542405	49.11524076671342	39.66282642089094	32.37096774193547	23.725806451612904	35.54124747100638	37.93405668405669	38.87808066163102	24.91334488161904		37.702340700737025	19.523658558624067	46.78937743809398	64.90860215053766		32.81182795698924	11.077629163388405	41.23065827432464	29.751920122887878	40.4366640440598
2002	34.6352074271051	37.4295791104316	46.04696430019984	38.31274917520114	30.58502755941086	25.295698924731198	35.33394383394384	43.640196033742896	30.680762433594833	24.033506855787017	29.0218730832999	35.65487154373482	13.307244843997903	50.14601379371694	52.5		34.634408602150515	11.263440860215045	39.82795698924732	34.26344086021504	46.091262311376184
2003	32.83082101632957	37.64820145068862	39.911916626185516	30.34127828944322	30.932095418812686	26.827956989247326	34.85545803910322	38.40757490737173	47.94372490556664	22.81197342270676	21.68139415813138	43.264050122248	17.0072143727672	37.33974696822996	52.65510074997742		35.577482605945576	5.397634584911856	33.03225806451614	24.876344086021497	43.274193548387096
2004	33.39499056721548	47.39737946569688	42.74570144457048	39.750371157435	27.817204301075282	25.38709677419354	35.30733596559672	33.98656546669406	36.292367269806434	24.72566930995324	35.32586483725004	32.407138513380175	20.68279569892473	43.026586375175256	55.74193548387096		43.73955579058698	10.812876999737725	23.3641456582633	22.7311827956989	33.26304746918436
2005	36.6413192180576	49.35984653757546	49.490820875950696	35.243968555163995	26.60251948737084	25.2418310528865	34.24892894429146	45.22033083681716	38.49935283247724	23.54838709677418	33.47862590831586	33.40335693679516	17.85483870967742	47.05477096972334	61.634408602150515	81.76014565925044	33.48675583530028	8.95515342250197	27.790729194903765	24.204301075268805	35.747311827957
2006	37.87502637110681	33.88419427566462	44.62903225806452	32.078702448721415	27.945694406795003	22.753410066352057	34.13440860215054	45.81228923788418	37.82533852934624	21.90860215053764	31.263718602194977	32.842772495521544	16.5537634408602	44.74386174340052	72.46236559139781	75.9204380893739	40.543010752688176	11.94086021505375	37.311827956989234	40.93010752688174	52.016129032258064
2007	35.320788035796085	47.96194404181296	39.78322942080056	33.5590494262221	20.576055599265676	22.373045992590598	31.62148730459926	34.98924731182794	28.078147587776005	26.215053763440856	27.70252403302676	32.723792475347025	20.04301075268818	42.088619869663056	68.8951838800036	79.15673797114066	43.86997379596998	5.885659850092672	27.096774193548377	26.726330972987142	47.06989247311826
2008	38.5758573608181	54.70023493268276	46.35483870967744	46.2686409307245	23.09139784946238	21.58602150537634	35.897849462365585	34.8037224731336	32.3709677419355	23.673616574875417	34.93424274535196	30.366353048862702	18.59139784946236	49.11064695884972	68.09480723839496	70.5036466655913	44.795698924731184	9.338709677419349	38.749407690905784	34.41935483870968	53.865591397849485
2009	37.12341018954706	47.89658444022772	52.30645161290322	39.6102591221576	26.48924731182796	22.104117492787818	35.41397849462366	37.687402815924386	31.219842775819977	25.81182795698922	36.244741012061766	30.77275300767688	18.935483870967747	46.78037291159292	63.424731182795725	74.71126999763847	40.74193548387098	8.161290322580637	30.376344086021522	29.682795698924718	44.0967741935484
2010	41.87193595026783	52.6031962180664	50.63440860215054	48.91230389564608	33.14516129032258	26.198924731182778	43.72043010752688	46.3072383949646	41.043010752688154	30.182795698924718	41.17449750179886	38.78769997377392	23.05376344086024	45.99452998009802	65.88263834251246	79.13693884389019	46.55376344086022	12.1733763529015	25.87096774193548	34.17741935483872	51.88565434041436
2011	40.3296039323224	50.55284552845528	47.81242910387296	38.546931874234076	31.682795698924743	26.664489469474802	45.98848275524854	44.92286615307144	40.33734281027884	28.60306178239474	33.1987836600774	38.15591397849462	22.510752688172058	55.44189850941344	67.9032258064516	70.92978493340752	45.0483870967742	7.20068894823927	38.983870967741936	25.4516129032258	46.65591397849464
2012	39.32948502490323	43.47677881644862	58.155203056962606	42.90860215053766	25.494623655913962	21.281143456595846	42.68817204301076	33.43984974005336	35.46907229967434	25.44086021505378	38.15479555304318	33.005376344086	17.77956989247314	48.043010752688176	63.016129032258064	69.92665248742915	46.6505376344086	11.349462365591393	39.31523734592186	35.24731182795698	55.74731182795698
