	PADK	PACD	PADQ	PAHO	PYAK	PSIT	PANT	CYAZ	KAST	KOTH	KACV	KOAK	KSFO	KMRY	KVBG	KNTD	KLAX	KLGB	KSAN	KNZY	1_average
0	85.06451612903226	74.37634408602153	56.55913978494624	13.459218463152371	59.273109243697505	27.4462365591398	43.82809252733352		42.2915019132778	32.2005542953145	51.525968329761156	26.16129032258064	20.33333333333332	41.31744562498484		50.58085421155886	38.49710852082768	36.81312636235826	42.878835562549185	45.45387896560916	43.78114190197103
1	85.2155782848151	74.11870940076355	56.41444855968748	9.718847424648473	67.47790938108794	45.66508198732518	38.106915326127556		53.21328656040578	38.98017764613196	60.23337494643092	35.079901701740695	30.709030298473117	56.0332604337525		41.87701190710156	31.535356300814918	31.86231091671222	34.04938380785692	36.56729447310782	45.93654885316577
2	84.63143688712069	66.62030820986715	46.98973934793542	13.09164310037939	62.21795209714212	45.794464262568724	37.222748439313634		47.25347622810714	39.01271413962194	54.0069260241674	26.160755832132942	20.999377540459882	37.98620852696806		37.63972643525944	27.930026583346983	25.45165652467884	26.65989858095122	31.54107862747164	40.622785410416256
3	83.67599930299862	62.96017378462864	40.114590750861815	12.360182840485063	57.99460927359176	43.48425974888244	36.92416030900578		40.16258095038728	33.93574856652102	45.17010230569552	21.89984571292982	24.45828536886614	38.787494450133025		31.335387779281895	27.4771727778789	23.57927270928512	28.12677044854674	31.027225768390302	37.970770158242765
4	82.82573782607997		50.27914146976302	13.985376284748572	50.23811417126988	40.80729895053575	39.872500724427695		37.37064716659532	33.97681562333002	45.36200297423146	23.00477015228618	20.797185779183987	34.16673704425358		43.9363260924806	35.01591054415564	34.19085522511312	39.28903526308776	42.084732229722476	39.24724632478029
5	83.49370574350905		52.43555004285338	20.584591995933337	68.11872067134914	36.58682357777894	43.3151962749132		43.3610643256187	37.42475979764116	49.65819435000408	24.212979672935838	19.43420274159696	42.81900629167204		41.038504979879335	32.42039813843452	31.466852888018042	33.12746268895704	37.7884629708156	41.0168515971712
6	86.86673057881036	81.11603136342002	52.87033381393418	23.06937022817874	56.5980581914518	46.89446132978162	43.85507292809524		43.90522511785992	36.21621210694038	47.76365606322626	23.68390273392902	21.477214362422362	40.05393708139882		38.71687479480264	26.23907494527466	25.412654271942362	27.02117476770788	28.314237026952917	41.67079009478495
7	84.71254770258868	70.89831618829317	46.585825553216864	16.059250028322193	52.78932848467806	43.431167593773196	39.11340852130328		35.46066828402754	29.601370369486922	44.83553546083724	24.79631065224286	21.58125269182866	34.19027398261918		25.84678870958868	23.2571633918688	24.970545687985442	29.2295022059985	35.55184817772474	37.93950576035466
8	73.99064834886482	75.46478516593127	53.63723619099072	13.981630139586395	66.70118856189328	39.75150683191906	40.08497601616868		47.25379432569934	33.25551886908012	52.53663254935204	30.490681088483957	23.610458471835265	39.37493715101722	41.84277989040066	36.12519626599572	28.3266427186823	26.884877748957383	29.406942124931742	32.52332866671058	41.328619006657924
9	86.65408708311547	71.42623425785416	41.8807089001116	15.902167660375074	55.4565135926487	34.67927160090846	45.132880529432256		42.80235073560256	36.100295343286	45.19849814596064	20.578783465528158	18.07017771161804	32.34089083227016	43.70944223983186	32.60945627272646	25.57109787863788	24.2728983591863	31.40468703778776	32.7322556670383	38.764352490206306
10	88.93016831087364	72.16849729821932	41.621360185688204	12.37729088702207	64.20143709657776	45.395187122128824	46.8884886395168	40.95323490773506	43.27222658779064	37.60679715706816	55.35067970960588	27.1374188431701	17.315864954591962	40.4870361651546	46.21724310181392	34.092426875315326	24.82370163614122	23.31454226661706	27.570471239101458	29.645113340765523	40.968459316244875
11	89.7286506235474	78.756715101496	41.045705370820784	15.486341136425926	62.66763272855375	46.42852574352412	32.1970756250675	40.36469538016614	41.97361049683032	44.78155652445666	49.858498646943836	26.618473176762063	21.76382558708114	36.75887658474646	48.53863958415444	45.8524139932065	32.57944028518046	29.608916785108157	36.4943993356151	41.00737490170192	43.12556838056943
12	81.07964959415413	70.01169458956346	44.093128445175395	18.01256037694014	64.84509141692675	52.780840349056255	49.53861814260044	45.28247708622498	49.24480358049916	40.07753149437614	52.38719647459934	30.804226646313964	25.659128127966984	49.72765267760746	56.50144397847159	44.942370268312615	34.821042719793844	32.78507274269985	37.25648010845398	40.8388773709696	46.034494309535305
13	87.14357318364969	82.68756655475678	48.78220078296258	13.394245716612991	60.22059578839238	41.328988582053185	49.46872432201492	46.0379513633014	39.568561953628816	37.169401760916124	52.34711460500408	26.04304156526994	19.95849765866566	40.19218946203142	47.12979262195252	37.06055618090508	29.11406188537786	30.00093170201028	36.251875040452845	39.146886696427245	43.15233787131929
14	85.51998308295404	77.99276938110322	43.46021057397146	14.51509190515473	56.850259457598646	51.059186078129244	47.41000718783708	50.21726604173308	46.40683505862596	40.1265754484556	47.18272725949472	25.586749348183297	23.11712179570776	41.15022269825552	49.13302974605338	37.965003455943915	30.317472512823223	29.65607011411442	35.26247851411784	39.25617752464554	43.60926185924514
15	91.3088406094145		52.409618559302245	20.79865070525542	71.815998472795			45.86933771307478	50.50093789776914	38.6154514400484	56.8674662422423	29.20677239996352	24.1893121127829	43.755104071845565	49.03958948003878	45.75196169810652	35.31728812719288	29.32661398534018	36.79346908711778	42.8552901989445	44.96598251771967
16	89.04987801572244		47.50451354495302	20.2212557384971	67.71073590700041			48.01944265696006	37.74814850843306	30.485697560360762	40.72045034229906	22.55265138834364	19.632813885047028	35.72316436126586	46.8713353063102	41.0599830336375	28.04815078324258	23.91562635893488	34.81607065130824	39.34675998804359	39.613334001785844
17	87.08697821831859		52.756493803089654	13.290605624101222	70.28882765981508			48.31669383177828	42.0896337545513	32.94990407249892	59.615598004344804	26.96395709948474	20.33304953773752	45.6068376068376	54.776797086315774	50.9102771969083	32.64249836143134	27.99967116799648	39.98000011213922	42.465277578745216	44.00430004212318
18	84.7677311419705		48.17127347869948	12.072337679712097	55.94913241702234			40.859971106224876	43.151008785973055	39.25087317644922	51.219785678802054	27.32749843520046	24.60653225773688	40.78113490020148	43.456491854060076	40.57891792880482	29.6918635501951	26.011701621160476	33.56312820397236	35.74463258789278	39.83553028259283
19	82.26781343382132	83.31647040086939	54.427310719578124	11.516798377236828	63.60502465171358			39.13582906349024	46.16002588929656	41.07671537007276	54.96961393252955	26.147424622318816	21.038944244776346	45.78934475191316	57.76983357060966	55.68579426344722	43.1705289659835	34.78375833091858	43.79648123798652	48.6538884367685	47.406200014629476
20	84.93925130702776	73.66548669135793	60.24028460851084	11.336091561209262	66.80744969262076			39.6406640813477	39.22050978045916	33.110972148748324	50.98410025489194	24.288819236527864	19.574859025480784	38.70826060391594	45.592586415705384	40.33722190374958	28.01989140153956	21.67544616674168	35.6399241439558	39.49765248181476	41.848859528089164
21	82.96236559139784	82.22584391742535	60.42371500080098	21.944571617744785	67.70905159837965			43.41553697674398	40.77980206927576	37.74386382905654	53.20959910315586	26.70245349861916	22.052414723773715	38.44979019886298	46.73793674053782	40.55860869043512	27.09489036426408	25.155477463343598	39.165499646715816	39.75644144848828	44.227103471056736
22	88.72232764073371	75.73737668447639	55.04428420758976	12.763421565644709	62.64806401498422			39.94500194333386	40.090839046726344	35.6157006113737	59.68334858802638	27.244560129148617	20.92856208554938		42.607855198328835	33.68996261144664	25.687382226907896	23.42390441356072	33.74465242255128	33.74793098142336	41.842657315988575
23	81.24984552036986	77.69412484093905	54.42815966306669	13.7500631674028	56.23874558020348			42.78809092674504	44.880491197393255	35.67763459013244	51.759831078012915	25.10199581728568	18.89950636061358	42.81899513763322	56.253696657120315	59.86790541352671	42.80996368845544	39.39704386424848	48.615803193913145	50.10554421738334	46.79652449524697
24	81.97713641314911	83.46468753721253	45.22619424232836	10.549985177423613	54.475403323979016			42.762704613018464	44.581722027542455	41.0753931288398	52.33847873044216	30.04360848807378	21.463698876576522	43.04981932931114	55.737679817689774	49.4316109511052	37.861178240037496	33.09431194880112	42.52514373850366	45.86626983278834	45.30694591204569
25	83.15024963969447	75.45815935727244	48.559901492104856	18.24639916838274	62.37397114808361	60.35347921370934	45.094130410286816	46.68124658283214	44.8001796650052	41.80982072741278	51.271160234802004	30.283680855049283	25.78696366102664	46.69943629022652	61.13506631253582	54.04615788093364	41.11090804395356	30.24768725465514	42.85721768759218	46.0612584375564	47.80135370315578
26	86.69095372603645	80.2944109712437	53.89655129216929	12.43208970427678	47.78998866462956	44.037470819079076	53.60110415195125	48.7256497487895	36.838148265155624	34.236418654440456	46.44541146165484	25.7151903249464	23.61798447454186	33.193643571002056	44.584361823125406	39.30674648321078	30.668510441559	27.99835551148942	38.612083530116294	42.14838333441324	42.54167284769155
